Date,ProductId,Profit,Sales,Margin,COGS,Total Expenses,Marketing,Inventory,Budget Profit,Budget COGS,Budget Margin,Budget Sales,Area Code
3/1/2010,9,39,189,104,85,65,32,476,40,60,80,140,203
3/1/2010,10,46,163,89,74,43,22,949,50,50,70,120,203
3/1/2010,11,27,81,48,33,21,9,813,40,30,50,80,863
3/1/2010,13,47,121,72,49,25,13,767,60,50,80,130,813
3/1/2010,6,54,188,108,80,54,26,415,70,70,110,180,941
3/1/2010,5,17,227,132,95,115,86,532,30,90,130,220,941
3/1/2010,3,74,214,125,89,51,27,481,80,80,120,200,321
3/1/2010,2,67,210,126,84,59,27,632,70,80,110,190,561
3/1/2010,8,35,112,63,49,28,16,611,30,30,50,80,863
3/1/2010,9,12,120,66,54,54,20,301,20,40,50,90,772
3/1/2010,10,40,155,84,71,44,22,950,50,50,70,120,813
3/1/2010,11,28,79,47,32,19,8,813,40,30,50,80,978
3/1/2010,13,15,53,32,21,17,5,449,20,20,30,50,857
3/1/2010,7,94,325,163,162,69,45,1059,100,150,160,310,508
3/1/2010,5,-4,125,73,52,77,47,446,20,40,80,120,508
3/1/2010,2,366,492,420,72,54,23,-54,360,60,400,460,978
3/1/2010,9,16,129,71,58,55,22,325,30,40,60,100,508
3/1/2010,11,11,45,27,18,16,5,816,20,10,30,40,603
3/1/2010,13,32,43,43,0,11,0,731,30,0,40,40,603
3/1/2010,7,-4,75,42,33,46,12,162,0,30,40,70,603
3/1/2010,5,-7,107,63,44,70,40,251,10,40,60,100,603
3/1/2010,1,29,107,64,43,35,13,231,40,40,60,100,603
3/1/2010,2,26,119,72,47,46,15,361,40,40,70,110,603
3/1/2010,9,-3,75,42,33,45,12,190,0,20,30,50,603
3/1/2010,11,102,234,139,95,37,26,799,120,100,150,250,716
3/1/2010,12,91,213,126,87,35,24,756,110,90,140,230,315
3/1/2010,13,83,198,117,81,34,22,441,100,80,130,210,518
3/1/2010,5,-208,63,-62,125,146,113,1118,-190,120,-60,60,607
3/1/2010,7,194,523,284,239,90,66,1260,210,220,290,510,718
3/1/2010,2,259,675,405,270,146,94,2041,270,250,390,640,718
3/1/2010,9,141,513,268,245,127,93,1471,130,180,220,400,516
3/1/2010,10,-119,182,-32,214,87,66,1480,-80,160,-20,140,914
3/1/2010,4,1,150,87,63,86,57,187,0,50,70,120,318
3/1/2010,5,63,167,105,62,42,19,346,70,50,90,140,318
3/1/2010,6,38,129,77,52,39,16,376,50,40,70,110,504
3/1/2010,8,34,110,62,48,28,15,611,40,40,60,100,337
3/1/2010,9,39,189,104,85,65,32,476,40,80,100,180,318
3/1/2010,3,47,121,72,49,25,13,767,70,60,90,150,318
3/1/2010,2,29,82,49,33,20,9,768,50,40,60,100,225
3/1/2010,4,-3,75,42,33,45,12,36,10,20,40,60,505
3/1/2010,5,-7,107,63,44,70,40,251,10,30,60,90,505
3/1/2010,6,11,85,49,36,38,11,187,10,30,40,70,505
3/1/2010,8,10,45,27,18,17,5,816,20,10,30,40,505
3/1/2010,9,5,63,35,28,30,8,958,20,20,40,60,505
3/1/2010,3,-33,106,18,88,51,27,715,-20,110,20,130,505
3/1/2010,2,26,119,72,47,46,15,361,50,50,90,140,505
3/1/2010,4,74,214,125,89,51,27,94,80,70,110,180,405
3/1/2010,5,15,53,32,21,17,5,449,30,10,30,40,918
3/1/2010,6,68,210,126,84,58,27,632,70,70,110,180,580
3/1/2010,8,13,120,66,54,53,20,301,20,50,60,110,580
3/1/2010,9,17,227,132,95,115,86,532,30,90,130,220,405
3/1/2010,3,27,79,47,32,20,8,813,40,40,50,90,405
3/1/2010,2,29,98,55,43,26,14,613,50,50,70,120,918
3/1/2010,4,54,180,108,72,54,23,189,50,60,90,150,325
3/1/2010,5,91,213,126,87,35,24,756,90,70,110,180,936
3/1/2010,6,84,198,117,81,33,22,441,90,60,110,170,972
3/1/2010,8,31,134,77,57,46,18,323,50,50,80,130,214
3/1/2010,9,35,121,72,49,37,15,351,40,40,70,110,281
3/1/2010,3,70,193,109,84,39,27,603,110,100,140,240,214
3/1/2010,2,166,467,253,214,87,66,923,240,260,320,580,940
3/1/2010,4,45,118,70,48,25,13,766,50,40,70,110,435
3/1/2010,5,34,110,62,48,28,15,611,40,40,60,100,801
3/1/2010,6,47,121,72,49,25,13,809,50,40,70,110,435
3/1/2010,3,38,189,104,85,66,32,476,70,100,130,230,435
3/1/2010,8,28,107,64,43,36,13,231,40,30,60,90,435
3/1/2010,9,26,119,72,47,46,15,361,30,40,60,100,435
3/1/2010,10,-32,106,18,88,50,27,715,-20,70,20,90,801
3/1/2010,11,-7,107,63,44,70,40,251,10,20,50,70,801
3/1/2010,12,10,85,49,36,39,11,187,10,20,30,50,435
3/1/2010,13,-4,75,42,33,46,12,162,10,20,30,50,435
3/1/2010,1,45,163,89,74,44,22,949,70,90,110,200,435
3/1/2010,2,26,124,71,53,45,17,299,60,60,90,150,801
3/1/2010,4,149,478,239,239,90,66,1417,150,220,230,450,760
3/1/2010,5,27,298,173,125,146,113,700,30,120,160,280,323
3/1/2010,6,211,567,324,243,113,80,1260,210,230,310,540,916
3/1/2010,3,-121,127,-27,154,94,50,1288,-120,190,-40,150,650
3/1/2010,8,101,234,139,95,38,26,799,100,80,120,200,562
3/1/2010,9,165,467,253,214,88,66,923,170,180,230,410,213
3/1/2010,10,69,193,109,84,40,27,603,60,70,90,160,562
3/1/2010,11,91,213,126,87,35,24,756,80,50,90,140,415
3/1/2010,12,84,198,117,81,33,22,441,70,50,80,130,951
3/1/2010,13,54,180,108,72,54,23,541,50,40,80,120,415
3/1/2010,1,-41,125,16,109,57,34,796,-30,130,20,150,925
3/1/2010,2,259,675,405,270,146,94,2041,370,340,500,840,707
3/1/2010,4,31,43,43,0,12,0,731,30,0,40,40,775
3/1/2010,5,10,45,27,18,17,5,816,20,10,30,40,775
3/1/2010,6,10,41,25,16,15,4,772,10,10,20,30,775
3/1/2010,3,6,63,35,28,29,8,958,20,30,40,70,702
3/1/2010,8,27,298,173,125,146,113,700,50,100,160,260,775
3/1/2010,9,119,367,213,154,94,50,829,120,130,190,320,702
3/1/2010,10,102,267,158,109,56,34,585,110,90,140,230,702
3/1/2010,11,212,567,324,243,112,80,1260,150,160,220,380,702
3/1/2010,12,148,478,239,239,91,66,1417,110,150,170,320,702
3/1/2010,13,-340,32,-245,245,127,93,2449,-240,160,-160,0,775
3/1/2010,2,-4,75,42,33,46,12,190,10,40,50,90,702
3/1/2010,4,15,129,71,58,56,22,325,20,50,70,120,541
3/1/2010,5,32,134,77,57,45,18,323,40,50,70,120,971
3/1/2010,6,94,325,163,162,69,45,1059,100,150,160,310,971
3/1/2010,3,34,121,72,49,38,15,351,60,60,90,150,503
3/1/2010,8,33,92,55,37,22,10,768,50,30,50,80,541
3/1/2010,9,29,98,55,43,26,14,613,30,30,50,80,971
3/1/2010,11,16,53,32,21,16,5,449,20,10,20,30,971
3/1/2010,12,68,210,126,84,58,27,632,60,50,90,140,503
3/1/2010,13,74,214,125,89,51,27,481,60,50,90,140,541
3/1/2010,1,-3,125,73,52,76,47,421,30,60,90,150,503
3/1/2010,2,24,149,87,62,63,20,385,60,70,110,180,503
3/1/2010,4,35,112,63,49,28,16,611,40,40,60,100,253
3/1/2010,5,12,120,66,54,54,20,301,20,50,60,110,253
3/1/2010,6,40,155,84,71,44,22,950,50,60,80,140,425
3/1/2010,3,16,227,132,95,116,86,532,70,110,170,280,206
3/1/2010,8,115,309,186,123,71,40,932,120,100,170,270,206
3/1/2010,9,29,82,49,33,20,9,768,50,20,50,70,360
3/1/2010,11,62,167,105,62,43,19,346,40,40,70,110,206
3/1/2010,12,38,129,77,52,39,16,376,30,30,50,80,253
3/1/2010,13,0,150,87,63,87,57,506,10,40,60,100,206
3/1/2010,2,48,150,89,61,41,19,325,80,70,110,180,206
4/1/2010,1,96,223,132,91,36,25,777,110,90,140,230,720
4/1/2010,2,63,178,100,78,37,25,593,70,80,100,180,970
4/1/2010,11,13,121,67,54,54,20,337,20,40,60,100,303
4/1/2010,12,34,138,75,63,41,19,965,40,50,70,120,719
4/1/2010,13,32,106,60,46,28,15,608,40,30,60,90,303
4/1/2010,5,84,198,117,81,33,22,460,110,90,140,230,720
4/1/2010,6,48,170,102,68,54,22,559,80,70,130,200,719
4/1/2010,3,105,245,145,100,40,28,822,120,100,150,250,303
4/1/2010,8,94,325,163,162,69,45,1091,100,130,150,280,303
4/1/2010,9,-4,125,73,52,77,47,433,20,40,70,110,719
4/1/2010,10,29,129,74,55,45,18,336,40,40,70,110,719
4/1/2010,2,156,456,265,191,109,63,865,170,200,270,470,217
4/1/2010,11,83,198,117,81,34,22,460,80,60,110,170,815
4/1/2010,12,49,170,102,68,53,22,559,40,50,90,140,630
4/1/2010,5,220,587,335,252,115,83,1316,280,290,400,690,217
4/1/2010,6,149,478,239,239,90,66,1464,200,270,290,560,217
4/1/2010,3,116,301,178,123,62,39,611,130,130,180,310,309
4/1/2010,8,95,223,132,91,37,25,777,100,70,120,190,224
4/1/2010,9,62,178,100,78,38,25,593,60,60,90,150,224
4/1/2010,10,106,245,145,100,39,28,822,110,80,130,210,618
4/1/2010,1,11,47,28,19,17,5,820,10,20,20,40,515
4/1/2010,11,148,478,239,239,91,66,1464,140,200,220,420,319
4/1/2010,12,186,578,318,260,132,98,1423,160,220,280,500,515
4/1/2010,5,10,43,26,17,16,4,776,30,10,40,50,563
4/1/2010,6,32,43,43,0,11,0,688,40,0,50,50,712
4/1/2010,2,3,61,33,28,30,8,964,20,20,40,60,515
4/1/2010,3,9,49,28,21,19,6,614,20,20,30,50,319
4/1/2010,8,220,587,335,252,115,83,1316,210,210,300,510,563
4/1/2010,9,115,301,178,123,63,39,611,120,100,160,260,319
4/1/2010,11,11,88,51,37,40,12,195,10,30,40,70,636
4/1/2010,12,-9,65,36,29,45,11,169,-10,20,30,50,314
4/1/2010,13,-2,79,44,35,46,13,197,-10,30,30,60,573
4/1/2010,5,43,115,68,47,25,13,821,60,50,80,130,660
4/1/2010,6,44,112,67,45,23,12,777,60,50,80,130,573
4/1/2010,2,35,178,98,80,63,30,494,50,80,100,180,573
4/1/2010,3,47,167,91,76,44,23,965,50,80,90,170,660
4/1/2010,8,-6,107,63,44,69,40,261,10,30,60,90,314
4/1/2010,9,-12,133,40,93,52,28,840,10,70,40,110,660
4/1/2010,11,73,222,134,88,61,29,653,70,70,120,190,740
4/1/2010,12,97,267,155,112,58,34,502,90,90,140,230,937
4/1/2010,5,93,325,163,162,70,45,1091,130,180,200,380,567
4/1/2010,6,13,121,67,54,54,20,337,30,60,80,140,419
4/1/2010,1,28,129,74,55,46,18,336,50,50,80,130,740
4/1/2010,2,27,107,64,43,37,13,363,40,40,70,110,513
4/1/2010,3,-3,125,73,52,76,47,433,20,50,80,130,513
4/1/2010,8,16,53,32,21,16,5,454,30,10,30,40,216
4/1/2010,9,26,75,45,30,19,8,820,40,20,40,60,614
4/1/2010,11,31,114,68,46,37,14,388,40,30,70,100,262
4/1/2010,12,1,150,87,63,86,57,521,10,50,80,130,414
4/1/2010,5,39,151,82,69,43,21,965,50,80,90,170,715
4/1/2010,6,32,103,58,45,26,14,605,50,50,70,120,715
4/1/2010,1,16,127,70,57,54,21,313,20,60,70,130,920
4/1/2010,2,17,227,132,95,115,86,554,30,100,130,230,715
4/1/2010,3,58,195,112,83,54,27,433,80,80,120,200,414
4/1/2010,8,46,133,84,49,38,15,342,50,40,70,110,262
4/1/2010,9,47,121,72,49,25,13,779,50,40,60,100,608
4/1/2010,11,43,115,68,47,25,13,821,60,40,80,120,203
4/1/2010,13,18,62,37,25,19,7,775,30,20,40,60,475
4/1/2010,5,0,150,87,63,87,57,521,10,60,80,140,860
4/1/2010,6,24,119,68,51,44,16,311,40,40,70,110,475
4/1/2010,2,107,292,176,116,69,38,962,110,110,160,270,203
4/1/2010,9,34,178,98,80,64,30,494,30,60,70,130,959
4/1/2010,10,46,167,91,76,45,23,965,60,50,80,130,860
4/1/2010,11,30,85,51,34,21,9,821,50,30,60,90,904
4/1/2010,13,47,121,72,49,25,13,779,60,50,80,130,754
4/1/2010,5,17,227,132,95,115,86,554,30,90,130,220,786
4/1/2010,6,58,195,112,83,54,27,433,80,70,120,190,904
4/1/2010,2,73,222,134,88,61,29,653,90,80,130,210,305
4/1/2010,3,98,267,155,112,57,34,502,100,100,150,250,561
4/1/2010,8,31,103,58,45,27,14,605,30,30,50,80,305
4/1/2010,9,15,127,70,57,55,21,313,20,40,50,90,305
4/1/2010,10,39,151,82,69,43,21,965,40,50,60,110,754
4/1/2010,11,26,75,45,30,19,8,820,40,30,50,80,781
4/1/2010,13,16,53,32,21,16,5,454,20,20,30,50,781
4/1/2010,5,-12,117,65,52,77,47,458,10,40,70,110,617
4/1/2010,7,94,325,163,162,69,45,1091,100,150,160,310,351
4/1/2010,2,397,519,451,68,54,22,-348,400,60,430,490,774
4/1/2010,9,13,121,67,54,54,20,337,20,40,50,90,508
4/1/2010,11,12,47,28,19,16,5,820,20,20,30,50,603
4/1/2010,13,32,43,43,0,11,0,688,30,0,40,40,603
4/1/2010,5,-6,107,63,44,69,40,261,10,40,60,100,603
4/1/2010,7,-9,65,36,29,45,11,169,0,20,40,60,603
4/1/2010,1,33,121,72,49,39,15,241,40,40,70,110,603
4/1/2010,2,27,125,75,50,48,16,372,40,40,70,110,603
4/1/2010,9,-3,79,44,35,47,13,197,10,20,40,60,603
4/1/2010,11,105,245,145,100,40,28,822,130,100,160,260,585
4/1/2010,12,95,223,132,91,37,25,777,120,90,150,240,631
4/1/2010,13,83,198,117,81,34,22,460,100,80,130,210,212
4/1/2010,5,-205,66,-59,125,146,113,1382,-190,120,-60,60,914
4/1/2010,7,235,564,325,239,90,66,1262,250,220,330,550,516
4/1/2010,2,276,712,428,284,152,99,2108,280,270,400,670,631
4/1/2010,9,247,638,378,260,131,98,1558,200,190,300,490,631
4/1/2010,10,-105,189,-20,209,85,64,1811,-70,150,-10,140,718
4/1/2010,4,1,150,87,63,86,57,37,0,50,70,120,985
4/1/2010,5,45,133,84,49,39,15,342,50,40,70,110,225
4/1/2010,6,31,114,68,46,37,14,388,40,30,60,90,225
4/1/2010,8,38,119,67,52,29,17,605,50,40,70,110,985
4/1/2010,9,35,178,98,80,63,30,494,50,70,100,170,337
4/1/2010,2,30,86,51,35,21,9,776,50,40,60,100,504
4/1/2010,3,48,121,72,49,24,13,779,70,60,90,150,318
4/1/2010,4,-9,65,36,29,45,11,-39,0,20,30,50,505
4/1/2010,5,-6,107,63,44,69,40,261,10,30,60,90,505
4/1/2010,6,12,88,51,37,39,12,195,10,30,40,70,505
4/1/2010,8,12,47,28,19,16,5,820,20,10,30,40,505
4/1/2010,9,3,61,33,28,30,8,964,10,20,30,50,505
4/1/2010,2,27,125,75,50,48,16,372,50,60,90,150,505
4/1/2010,3,-11,133,40,93,51,28,840,10,110,50,160,505
4/1/2010,6,74,222,134,88,60,29,653,80,70,120,190,580
4/1/2010,4,98,267,155,112,57,34,-120,90,90,130,220,918
4/1/2010,5,16,53,32,21,16,5,454,30,10,30,40,580
4/1/2010,8,15,127,70,57,55,21,313,30,50,70,120,580
4/1/2010,9,16,227,132,95,116,86,554,30,90,130,220,405
4/1/2010,2,33,106,60,46,27,15,608,60,50,80,130,405
4/1/2010,3,25,75,45,30,20,8,820,50,30,60,90,405
4/1/2010,6,84,198,117,81,33,22,460,90,60,110,170,956
4/1/2010,4,48,170,102,68,54,22,9,50,50,90,140,832
4/1/2010,5,96,223,132,91,36,25,777,100,70,120,190,325
4/1/2010,8,28,129,74,55,46,18,336,40,50,70,120,817
4/1/2010,9,27,107,64,43,37,13,363,30,40,60,100,325
4/1/2010,2,161,456,247,209,86,64,969,230,260,310,570,832
4/1/2010,3,63,178,100,78,37,25,593,100,90,130,220,903
4/1/2010,5,37,119,67,52,30,17,605,50,40,70,110,801
4/1/2010,6,43,115,68,47,25,13,821,50,40,70,110,435
4/1/2010,4,43,112,67,45,24,12,777,40,40,60,100,435
4/1/2010,1,47,167,91,76,44,23,965,70,90,110,200,435
4/1/2010,2,25,119,68,51,43,16,311,50,60,80,140,435
4/1/2010,3,34,178,98,80,64,30,494,70,100,120,220,435
4/1/2010,8,34,121,72,49,38,15,241,30,40,60,100,435
4/1/2010,9,28,125,75,50,47,16,372,40,40,70,110,435
4/1/2010,10,-11,133,40,93,51,28,840,0,70,40,110,435
4/1/2010,11,-6,107,63,44,69,40,261,10,20,50,70,435
4/1/2010,12,11,88,51,37,40,12,195,10,20,30,50,435
4/1/2010,13,-8,65,36,29,44,11,169,10,10,30,40,435
4/1/2010,4,148,478,239,239,91,66,1464,150,220,230,450,925
4/1/2010,5,26,298,173,125,147,113,729,30,120,160,280,805
4/1/2010,6,220,587,335,252,115,83,1316,220,240,320,560,831
4/1/2010,1,-76,110,-13,123,63,39,964,-70,150,-20,130,818
4/1/2010,2,276,712,428,284,152,99,2108,400,350,540,890,209
4/1/2010,3,-141,159,-32,191,109,63,1564,-150,240,-50,190,916
4/1/2010,8,106,245,145,100,39,28,822,110,80,130,210,408
4/1/2010,9,162,456,247,209,85,64,969,170,170,230,400,707
4/1/2010,10,62,178,100,78,38,25,593,60,60,90,150,805
4/1/2010,11,96,223,132,91,36,25,777,80,60,90,150,805
4/1/2010,12,83,198,117,81,34,22,460,70,50,80,130,530
4/1/2010,13,48,170,102,68,54,22,559,40,40,70,110,415
4/1/2010,4,32,43,43,0,11,0,688,30,0,40,40,775
4/1/2010,5,11,47,28,19,17,5,820,20,10,30,40,702
4/1/2010,6,10,43,26,17,16,4,776,20,10,30,40,775
4/1/2010,2,-2,79,44,35,46,13,197,10,40,50,90,775
4/1/2010,3,4,61,33,28,29,8,964,20,30,40,70,775
4/1/2010,8,27,298,173,125,146,113,729,50,100,160,260,775
4/1/2010,9,156,456,265,191,109,63,865,160,160,240,400,775
4/1/2010,10,115,301,178,123,63,39,611,110,100,160,260,702
4/1/2010,11,219,587,335,252,116,83,1316,160,160,230,390,702
4/1/2010,12,149,478,239,239,90,66,1464,110,150,170,320,775
4/1/2010,13,-365,26,-260,260,131,98,3049,-250,170,-170,0,702
4/1/2010,4,13,121,67,54,54,20,337,20,50,60,110,541
4/1/2010,5,28,129,74,55,46,18,336,40,50,70,120,971
4/1/2010,6,93,325,163,162,70,45,1091,100,150,160,310,503
4/1/2010,1,-3,125,73,52,76,47,433,30,60,90,150,971
4/1/2010,2,8,119,70,49,62,16,399,30,60,80,140,503
4/1/2010,8,31,87,52,35,21,9,777,40,30,40,70,971
4/1/2010,9,32,106,60,46,28,15,608,40,30,60,90,971
4/1/2010,11,15,53,32,21,17,5,454,20,10,20,30,503
4/1/2010,12,73,222,134,88,61,29,653,70,50,100,150,541
4/1/2010,13,98,267,155,112,57,34,502,70,70,110,180,971
4/1/2010,3,28,107,64,43,36,13,363,50,50,80,130,503
4/1/2010,4,32,103,58,45,26,14,605,30,40,50,90,206
4/1/2010,5,15,127,70,57,55,21,313,30,50,70,120,253
4/1/2010,6,39,151,82,69,43,21,965,60,60,80,140,206
4/1/2010,2,54,169,100,69,46,22,340,90,80,130,210,509
4/1/2010,8,106,292,176,116,70,38,962,110,90,160,250,253
4/1/2010,9,30,86,51,35,21,9,776,40,30,40,70,509
4/1/2010,11,45,133,84,49,39,15,342,40,30,60,90,253
4/1/2010,12,30,114,68,46,38,14,388,20,30,40,70,253
4/1/2010,13,0,150,87,63,87,57,521,10,40,60,100,253
4/1/2010,3,17,227,132,95,115,86,554,70,110,170,280,206
5/1/2010,1,111,256,152,104,41,29,821,120,110,150,260,720
5/1/2010,2,68,190,107,83,39,27,584,80,80,110,190,303
5/1/2010,11,12,118,65,53,53,20,361,20,40,60,100,720
5/1/2010,12,27,122,66,56,39,17,992,30,40,60,100,303
5/1/2010,13,30,99,56,43,26,14,602,30,30,50,80,719
5/1/2010,5,88,210,124,86,36,24,499,120,90,150,240,303
5/1/2010,6,44,160,96,64,52,21,593,60,70,110,180,303
5/1/2010,3,112,256,152,104,40,29,871,120,110,150,260,720
5/1/2010,8,83,298,149,149,66,41,1156,90,120,140,260,970
5/1/2010,9,-3,128,75,53,78,48,458,10,40,70,110,720
5/1/2010,10,26,123,71,52,45,17,361,30,40,60,100,719
5/1/2010,2,161,465,270,195,109,64,956,180,200,280,480,630
5/1/2010,11,88,210,124,86,36,24,499,80,70,110,180,847
5/1/2010,12,44,160,96,64,52,21,593,50,50,90,140,815
5/1/2010,5,230,612,349,263,119,86,1433,300,300,420,720,773
5/1/2010,6,165,521,261,260,96,72,1559,210,300,310,610,630
5/1/2010,3,122,312,185,127,63,40,671,140,130,190,320,618
5/1/2010,8,112,256,152,104,40,29,821,120,80,140,220,773
5/1/2010,9,68,190,107,83,39,27,584,60,70,90,160,217
5/1/2010,10,112,256,152,104,40,29,871,120,80,140,220,773
5/1/2010,1,12,49,29,20,17,5,829,20,20,30,50,712
5/1/2010,11,165,521,261,260,96,72,1559,150,220,230,450,712
5/1/2010,12,190,589,324,265,134,100,1538,170,220,290,510,563
5/1/2010,5,12,49,29,20,17,5,784,20,20,30,50,319
5/1/2010,6,31,43,43,0,12,0,645,40,0,50,50,515
5/1/2010,2,7,68,37,31,30,9,976,20,30,40,70,515
5/1/2010,3,11,52,30,22,19,7,611,20,20,30,50,515
5/1/2010,8,231,612,349,263,118,86,1433,220,220,310,530,563
5/1/2010,9,122,312,185,127,63,40,671,130,100,170,270,515
5/1/2010,11,14,92,53,39,39,12,212,20,30,50,80,314
5/1/2010,12,-4,76,42,34,46,12,182,0,20,40,60,314
5/1/2010,13,-2,81,45,36,47,13,212,0,30,40,70,573
5/1/2010,5,41,109,65,44,24,12,844,50,50,70,120,636
5/1/2010,6,36,97,58,39,22,10,799,50,40,70,110,816
5/1/2010,2,33,173,96,77,63,29,529,50,80,100,180,573
5/1/2010,3,38,148,80,68,42,21,998,40,70,80,150,660
5/1/2010,8,-8,104,61,43,69,39,282,10,30,60,90,417
5/1/2010,9,-15,136,38,98,53,30,973,0,80,30,110,660
5/1/2010,11,79,235,141,94,62,31,697,70,80,120,200,234
5/1/2010,12,101,273,159,114,58,35,555,100,90,150,240,513
5/1/2010,5,84,298,149,149,65,41,1156,120,170,180,350,740
5/1/2010,6,11,118,65,53,54,20,361,20,60,70,130,740
5/1/2010,1,27,123,71,52,44,17,361,40,50,70,120,330
5/1/2010,2,24,103,61,42,37,13,384,30,40,60,100,513
5/1/2010,3,-2,128,75,53,77,48,458,20,50,80,130,440
5/1/2010,8,12,49,29,20,17,5,464,30,10,30,40,419
5/1/2010,9,23,71,42,29,19,8,835,40,20,40,60,567
5/1/2010,11,27,110,65,45,38,14,410,30,30,60,90,920
5/1/2010,12,2,154,90,64,88,58,551,10,50,80,130,262
5/1/2010,5,47,170,92,78,45,24,995,70,90,110,200,608
5/1/2010,6,35,110,62,48,27,15,599,50,50,70,120,262
5/1/2010,1,17,130,72,58,55,22,338,20,60,70,130,262
5/1/2010,2,17,221,129,92,112,83,599,40,90,140,230,262
5/1/2010,3,62,204,117,87,55,28,472,80,90,120,210,715
5/1/2010,8,45,130,82,48,37,14,351,50,40,70,110,715
5/1/2010,9,51,130,77,53,26,14,803,60,40,70,110,262
5/1/2010,11,42,109,65,44,23,12,844,50,40,70,110,860
5/1/2010,13,17,57,34,23,17,6,787,30,20,40,60,475
5/1/2010,5,3,154,90,64,87,58,551,20,60,90,150,475
5/1/2010,6,22,113,65,48,43,15,334,40,40,70,110,203
5/1/2010,2,98,275,165,110,67,36,1020,110,100,160,260,959
5/1/2010,9,33,173,96,77,63,29,529,40,50,80,130,860
5/1/2010,10,38,148,80,68,42,21,998,40,50,60,110,475
5/1/2010,11,32,89,53,36,21,10,838,40,30,60,90,352
5/1/2010,13,52,130,77,53,25,14,803,70,50,90,140,239
5/1/2010,5,17,221,129,92,112,83,599,40,80,130,210,786
5/1/2010,6,62,204,117,87,55,28,472,70,80,110,190,863
5/1/2010,2,78,235,141,94,63,31,697,90,90,130,220,904
5/1/2010,3,100,273,159,114,59,35,555,100,100,150,250,321
5/1/2010,8,35,110,62,48,27,15,599,30,30,50,80,941
5/1/2010,9,17,130,72,58,55,22,338,30,40,60,100,305
5/1/2010,10,47,170,92,78,45,24,995,50,50,80,130,239
5/1/2010,11,22,71,42,29,20,8,835,30,30,40,70,857
5/1/2010,13,12,49,29,20,17,5,464,20,20,30,50,413
5/1/2010,5,-16,114,61,53,77,48,491,0,50,60,110,413
5/1/2010,7,84,298,149,149,65,41,1156,100,140,150,290,339
5/1/2010,2,434,551,487,64,53,21,-663,430,60,460,520,978
5/1/2010,9,12,118,65,53,53,20,361,20,40,50,90,857
5/1/2010,11,12,49,29,20,17,5,829,20,20,30,50,603
5/1/2010,13,32,43,43,0,11,0,645,30,0,40,40,603
5/1/2010,5,-7,104,61,43,68,39,282,10,40,60,100,603
5/1/2010,7,-3,76,42,34,45,12,182,0,30,40,70,603
5/1/2010,1,35,125,74,51,39,16,265,40,40,70,110,603
5/1/2010,2,31,132,80,52,49,17,397,50,40,80,120,603
5/1/2010,9,-1,81,45,36,46,13,212,10,20,40,60,603
5/1/2010,11,112,256,152,104,40,29,871,120,110,160,270,518
5/1/2010,12,111,256,152,104,41,29,821,120,110,160,270,716
5/1/2010,13,89,210,124,86,35,24,499,100,90,130,220,516
5/1/2010,5,-195,69,-52,121,143,109,1673,-180,110,-50,60,646
5/1/2010,7,187,543,283,260,96,72,1271,210,240,290,530,212
5/1/2010,2,295,756,454,302,159,105,2250,300,280,430,710,585
5/1/2010,9,252,651,386,265,134,100,1613,200,200,300,500,315
5/1/2010,10,-131,198,-37,235,94,72,2169,-90,170,-20,150,315
5/1/2010,6,28,110,65,45,37,14,410,40,30,60,90,318
5/1/2010,4,3,154,90,64,87,58,-113,10,50,80,130,985
5/1/2010,5,44,130,82,48,38,14,351,50,40,70,110,225
5/1/2010,8,35,111,63,48,28,15,599,40,40,60,100,985
5/1/2010,9,33,173,96,77,63,29,529,40,70,90,160,337
5/1/2010,2,36,99,59,40,23,11,793,50,50,70,120,318
5/1/2010,3,52,130,77,53,25,14,803,80,60,100,160,318
5/1/2010,6,14,92,53,39,39,12,212,10,30,40,70,505
5/1/2010,4,-4,76,42,34,46,12,-104,10,20,40,60,505
5/1/2010,5,-7,104,61,43,68,39,282,0,30,50,80,505
5/1/2010,8,12,49,29,20,17,5,829,20,10,30,40,505
5/1/2010,9,7,68,37,31,30,9,976,20,20,40,60,505
5/1/2010,2,31,132,80,52,49,17,397,60,60,100,160,505
5/1/2010,3,-15,136,38,98,53,30,973,10,120,50,170,505
5/1/2010,6,79,235,141,94,62,31,697,80,80,120,200,405
5/1/2010,4,101,273,159,114,58,35,-387,100,90,140,230,918
5/1/2010,5,13,49,29,20,16,5,464,30,10,30,40,405
5/1/2010,8,17,130,72,58,55,22,338,20,50,70,120,918
5/1/2010,9,17,221,129,92,112,83,599,40,80,130,210,918
5/1/2010,2,30,99,56,43,26,14,602,50,50,70,120,580
5/1/2010,3,22,71,42,29,20,8,835,40,30,50,80,405
5/1/2010,6,88,210,124,86,36,24,499,90,70,110,180,430
5/1/2010,4,44,160,96,64,52,21,-161,50,50,80,130,254
5/1/2010,5,112,256,152,104,40,29,821,120,80,140,220,254
5/1/2010,8,27,123,71,52,44,17,361,50,40,80,120,915
5/1/2010,9,25,103,61,42,36,13,384,30,40,60,100,512
5/1/2010,2,183,512,277,235,94,72,1060,270,290,350,640,430
5/1/2010,3,68,190,107,83,39,27,584,100,100,130,230,956
5/1/2010,4,36,97,58,39,22,10,799,50,30,60,90,435
5/1/2010,5,36,111,63,48,27,15,599,40,40,60,100,435
5/1/2010,6,42,109,65,44,23,12,844,40,40,60,100,435
